bond_id,issue_date,maturity_date,coupon_rate,face_value,price,current_yield,rating
381,2012-03-11,2026-09-15,0.0157,5000,4883.83,0.0161,A
382,2011-02-02,2018-03-05,0.0254,1000,1014.37,0.025,A
383,2013-07-24,2027-07-13,0.0578,1000,1017.55,0.0568,AA
384,2012-03-26,2021-12-31,0.0153,5000,4684.48,0.0163,AA
385,2014-03-08,2024-06-18,0.0696,1000,972.45,0.0716,AAA
386,2013-11-16,2024-05-16,0.0447,10000,9669.02,0.0462,A
387,2013-03-04,2020-12-28,0.0436,10000,9052.39,0.0482,A
388,2013-05-03,2025-12-15,0.0515,10000,9048.38,0.0569,AA
389,2011-02-05,2019-07-03,0.0677,10000,10663.39,0.0635,
390,2011-10-02,2021-03-20,0.0343,5000,4773.07,0.0359,B
391,2012-11-22,2018-04-16,0.0575,5000,5018.08,0.0573,BBB
392,2011-11-19,2025-04-26,0.0496,5000,4798.73,0.0517,A
393,2011-04-05,2023-09-12,0.0287,10000,10881.36,0.0264,BB
394,2012-08-12,2019-03-16,0.0715,10000,9518.59,0.0751,AAA
395,2011-04-15,2018-04-13,0.0658,1000,985.93,0.0667,BBB
396,2013-10-30,2024-03-30,0.0561,1000,1074.55,0.0522,AAA
397,2012-11-11,2022-03-23,0.0695,10000,10683.87,0.0651,BBB
398,2012-01-20,2019-10-18,0.0707,10000,9372.2,0.0754,AA
399,2014-08-21,2022-01-11,0.0596,10000,10605.29,0.0562,BB
400,2010-02-07,2020-02-13,0.0686,10000,9916.37,0.0692,B
401,2010-08-18,2022-12-29,0.0588,1000,996.59,0.059,AAA
402,2013-10-20,2026-06-06,0.0576,10000,9266.96,0.0622,A
403,2011-07-17,2021-02-06,0.0533,1000,916.12,0.0582,
404,2011-03-14,2024-06-03,0.0627,10000,10455.88,0.06,A
405,2014-12-05,2025-10-13,0.0211,10000,9992.92,0.0211,BB
406,2013-07-30,2019-10-02,0.0717,10000,9873.7,0.0726,A
407,2010-01-27,2013-09-25,0.071,1000,1045.9,0.0679,AA
408,2010-08-14,2020-09-15,0.012,1000,1053.1,0.0114,AA
409,2013-07-24,2019-06-21,0.0678,5000,4658.91,0.0728,AA
410,2012-03-08,2027-01-08,0.019,10000,10220.45,0.0186,BBB
411,2014-06-21,2024-07-28,0.0335,5000,4635.35,0.0361,AA
412,2010-10-11,2016-04-16,0.062,5000,5251.38,0.059,A
413,2012-05-28,2015-06-02,0.0213,1000,1031.39,0.0207,A
414,2012-08-17,2016-11-26,0.0673,1000,1091.32,0.0617,A
415,2014-02-13,2028-07-14,0.0682,5000,4568.96,0.0746,BB
416,2011-03-29,2014-03-31,0.0455,10000,9114.11,0.0499,
417,2012-10-16,2017-07-22,0.0104,1000,956.44,0.0109,AA
418,2012-03-26,2015-07-21,0.0301,10000,9523.41,0.0316,BB
419,2011-10-21,2022-10-26,0.0532,10000,9493.96,0.056,BBB
420,2014-03-20,2024-03-13,0.0787,5000,5406.25,0.0728,A
421,2011-07-01,2026-03-28,0.0542,5000,4749.55,0.0571,
422,2013-04-30,2018-08-23,0.0282,5000,4771.95,0.0295,AA
423,2012-12-08,2023-07-01,0.0544,5000,5259.4,0.0517,AAA
424,2014-03-16,2020-04-29,0.0478,1000,989.95,0.0483,BB
425,2010-01-17,2017-12-31,0.0646,1000,1055.34,0.0612,AA
426,2013-04-10,2018-04-02,0.0175,5000,4565.37,0.0192,BB
427,2013-05-28,2017-01-06,0.0633,1000,997.51,0.0635,BB
428,2010-06-07,2024-12-13,0.0479,5000,4533.61,0.0528,AAA
429,2011-04-22,2019-11-29,0.0774,10000,9125.31,0.0848,BB
430,2012-12-05,2020-03-26,0.0339,10000,10812.87,0.0314,AA
431,2013-10-28,2021-10-29,0.0543,10000,9278.49,0.0585,A
432,2011-06-02,2019-08-31,0.0752,5000,5032.42,0.0747,A
433,2010-04-09,2024-11-10,0.0172,10000,9822.19,0.0175,B
434,2014-11-04,2023-05-22,0.0756,1000,969.47,0.078,AAA
435,2012-11-26,2026-02-25,0.0582,10000,10799.67,0.0539,A
436,2010-10-07,2016-03-25,0.0147,10000,9043.65,0.0163,BBB
437,2013-10-04,2022-05-04,0.0311,10000,10327.58,0.0301,BBB
438,2011-05-12,2014-05-20,0.0596,1000,1092.68,0.0545,BBB
439,2010-10-29,2014-07-15,0.0147,5000,5060.17,0.0145,AAA
440,2010-06-30,2018-01-27,0.0508,1000,1087.36,0.0467,AA
441,2011-08-30,2020-09-25,0.0342,5000,4552.26,0.0376,AA
442,2013-01-27,2021-09-17,0.0535,5000,4918.79,0.0544,BB
443,2011-12-01,2025-01-29,0.0132,10000,9520.32,0.0139,AA
444,2012-09-19,2020-02-24,0.071,5000,5230.82,0.0679,AA
445,2013-02-13,2016-12-29,0.0781,1000,1096.26,0.0712,
446,2010-07-10,2017-03-12,0.0778,1000,951.31,0.0818,AAA
447,2010-09-10,2020-03-12,0.0625,5000,5154.17,0.0606,
448,2012-09-07,2023-06-09,0.0191,10000,9396.2,0.0203,BBB
449,2012-07-16,2023-04-09,0.0631,10000,10130.66,0.0623,BB
450,2013-03-30,2021-09-13,0.0117,1000,992.79,0.0118,AA
451,2013-07-03,2024-08-07,0.0115,10000,10944.01,0.0105,AAA
452,2013-09-08,2022-04-07,0.0327,5000,5108.53,0.032,BBB
453,2010-05-08,2022-11-26,0.0442,5000,4849.51,0.0456,BB
454,2010-01-18,2023-02-11,0.0639,1000,922.82,0.0692,BBB
455,2014-12-22,2021-01-12,0.0578,5000,4651.25,0.0621,AAA
456,2014-10-25,2022-03-16,0.0412,1000,945.06,0.0436,BBB
457,2011-07-20,2025-07-28,0.0292,5000,4750.97,0.0307,BBB
458,2011-07-24,2015-03-15,0.0798,1000,1070.12,0.0746,BBB
459,2013-09-08,2022-01-28,0.0398,10000,10122.45,0.0393,BBB
460,2011-11-17,2020-02-06,0.0416,5000,5023.39,0.0414,BB
461,2014-12-21,2018-12-30,0.0215,5000,4614.77,0.0233,A
462,2011-09-18,2024-05-17,0.0656,1000,1072.03,0.0612,AAA
463,2013-08-04,2023-10-21,0.0586,1000,1044.56,0.0561,A
464,2012-05-03,2019-08-20,0.0255,5000,4567.67,0.0279,AAA
465,2014-08-14,2024-08-16,0.0158,1000,1041.57,0.0152,AA
466,2012-08-19,2024-11-30,0.0576,5000,5043.54,0.0571,AA
467,2014-07-21,2025-09-01,0.0558,10000,9163.45,0.0609,AAA
468,2010-06-04,2023-05-25,0.0291,1000,991.66,0.0293,AA
469,2011-05-05,2024-11-17,0.0766,5000,4984.7,0.0768,AAA
470,2013-11-10,2019-03-31,0.0206,10000,9331.55,0.0221,BB
471,2012-02-24,2018-07-29,0.0403,10000,10891.4,0.037,B
472,2013-02-01,2019-09-07,0.0761,5000,5349.98,0.0711,AAA
473,2013-11-17,2024-10-23,0.0394,1000,1033.8,0.0381,
474,2010-09-03,2013-11-18,0.0547,5000,4962.3,0.0551,A
475,2013-04-14,2023-06-17,0.0378,10000,9823.53,0.0385,AA
476,2012-11-28,2027-06-25,0.0292,5000,5150.97,0.0283,AAA
477,2014-02-09,2018-10-01,0.0789,1000,1009.09,0.0782,A
478,2014-09-02,2020-08-01,0.0387,10000,9124.55,0.0424,BBB
479,2012-01-29,2020-12-03,0.0726,5000,5012.5,0.0724,BBB
480,2011-06-22,2021-03-05,0.0261,1000,1061.28,0.0246,AAA
481,2012-07-09,2021-12-07,0.0249,10000,9918.48,0.0251,AAA
482,2011-02-12,2019-03-20,0.0122,1000,910.39,0.0134,AA
483,2011-06-09,2018-01-16,0.0556,10000,10572.56,0.0526,AA
484,2012-04-07,2025-02-10,0.0358,5000,4701.36,0.0381,AA
485,2014-03-10,2027-06-27,0.0705,1000,951.72,0.0741,AA
486,2012-06-21,2021-06-19,0.0431,10000,9329.41,0.0462,BB
487,2010-02-05,2015-10-24,0.0778,1000,966.04,0.0805,B
488,2011-11-16,2022-04-19,0.023,1000,1051.35,0.0219,AA
489,2010-01-20,2019-01-20,0.0708,5000,5019.39,0.0705,B
490,2010-11-17,2017-04-17,0.0644,1000,940.98,0.0684,AA
491,2014-12-05,2026-04-15,0.064,10000,10755.66,0.0595,A
492,2011-05-27,2025-06-10,0.0691,10000,10759.16,0.0642,AA
493,2011-02-04,2019-07-24,0.0633,10000,10741.16,0.0589,A
494,2011-10-16,2024-11-18,0.0538,10000,9477.59,0.0568,
495,2012-08-29,2021-07-19,0.0192,5000,4951.24,0.0194,A
496,2011-04-16,2025-04-15,0.0123,1000,1097.0,0.0112,AA
497,2013-03-12,2024-09-15,0.0745,5000,5272.01,0.0707,A
498,2013-01-20,2021-06-12,0.0532,1000,905.43,0.0588,AAA
499,2013-10-09,2017-04-23,0.0658,1000,913.04,0.0721,BB
500,2012-04-13,2022-06-21,0.0437,1000,992.79,0.044,A
